Sampling apparatus,Device Opening Dimension (cm),Min particle size um,Max particle size um,Sampling location,System,freshwater_saltwater,Single Measurement conc (#/m3),Minimum conc (#/m3),Mean conc (#/m3),Median conc (#/m3),Maximum conc (#/m3),"Standard
"Manta net: 18 cm high, 300 μm mesh size.",18,300,5000,"Rhine River, France/Germany",River,Freshwater,1.52E+00,N.A.,1.52E+00,8.26E-01,N.A.,1.23E+00,Normal: mean and SD,Mani et al. (2015)
"Trawl net: 18 cm high, 333 μm mesh size.",18,333,5000,"Lake Winnipeg, Canada",Lake,Freshwater,1.55E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Anderson et al. (2017)
"Trawl net: 18 cm high, 333 μm mesh size.",18,333,5000,"Lake Winnipeg, Canada",Lake,Freshwater,1.57E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Anderson et al. (2017)
"Manta net: 18 cm high, 300 μm mesh size.",18,300,5000,"Rhine River, The Netherlands",River,Freshwater,1.59E+00,N.A.,1.59E+00,1.51E+00,N.A.,2.32E-01,Normal: mean and SD,Mani et al. (2015)
"Trawl net: 50 cm high, 112 μm mesh size.",50,112,5000,"Yangtze River and tributaries, China",River,Freshwater,1.60E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Zhang et al. (2015)
"Trawl net: 18 cm high, 333 μm mesh size.",18,333,5000,"Lake Winnipeg, Canada",Lake,Freshwater,1.63E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Anderson et al. (2017)
"Trawl net: 50 cm high, 112 μm mesh size.",50,112,5000,"Xixiang Bay, the Three Gorges Reservoir, Chongqing, China",River,Freshwater,1.70E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Zhang et al. (2017)
"Trawl net: 50 cm high, 112 μm mesh size.",50,112,5000,"Xixiang Bay, the Three Gorges Reservoir, Chongqing, China",River,Freshwater,1.76E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Zhang et al. (2017)
"Manta trawl: 16 cm high, 333 μm mesh size.",16,333,5000,"Lake Erie, USA",Lake,Freshwater,1.76E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Eriksen et al. (2013)
Plankton net: 100 μm mesh size,,100,5000,"Snake and Columbia Rivers, USA",River,Freshwater,1.93E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"Trawl net: 50 cm high, 112 μm mesh size.",50,112,5000,"Xixiang Bay, the Three Gorges Reservoir, Chongqing, China",River,Freshwater,1.98E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Zhang et al. (2017)
"Trawl net: 50 cm high, 112 μm mesh size.",50,112,5000,"Xixiang Bay, the Three Gorges Reservoir, Chongqing, China",River,Freshwater,2.04E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Zhang et al. (2017)
"Trawl net: 50 cm high, 112 μm mesh size.",50,112,5000,"Xixiang Bay, the Three Gorges Reservoir, Chongqing, China",River,Freshwater,2.06E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Zhang et al. (2017)
Plankton net: 100 μm mesh size,,100,5000,"Snake and Columbia Rivers, USA",River,Freshwater,2.13E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
Plankton net: 100 μm mesh size,,100,5000,"Snake and Columbia Rivers, USA",River,Freshwater,2.28E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"Manta trawl: 18.5 cm high, 300 μm mesh size.",18.5,300,5000,"Lake Bolsena, Italy",Lake,Freshwater,2.42E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Fischer et al. (2016)
Plankton net: 100 μm mesh size,,100,5000,"Snake and Columbia Rivers, USA",River,Freshwater,2.53E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"Manta trawl: 18.5 cm high, 300 μm mesh size.",18.5,300,5000,"Lake Chiusi, Italy",Lake,Freshwater,2.68E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Fischer et al. (2016)
"Trawl net: 50 cm high, 112 μm mesh size.",50,112,5000,"Xixiang Bay, the Three Gorges Reservoir, Chongqing, China",River,Freshwater,2.89E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Zhang et al. (2017)
"Manta trawl: 16 cm high, 333 μm mesh size.",16,333,5000,"Lake Erie, USA",Lake,Freshwater,2.91E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Eriksen et al. (2013)
Plankton net: 100 μm mesh size,,100,5000,"Snake and Columbia Rivers, USA",River,Freshwater,2.93E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
Plankton net: 80 μm mesh size. 0.1-0.35 m surface layer.,35,80,5000,"River Seine, France",River,Freshwater,3.00E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Dris et al. (2015)
"Trawl net: 50 cm high, 112 μm mesh size.",50,112,5000,"Xixiang Bay, the Three Gorges Reservoir, Chongqing, China",River,Freshwater,3.17E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Zhang et al. (2017)
"Manta net: 18 cm high, 300 μm mesh size.",18,300,5000,"Rhine River, Germany",River,Freshwater,3.27E+00,N.A.,3.27E+00,3.12E+00,N.A.,1.36E+00,Normal: mean and SD,Mani et al. (2015)
"Manta trawl: 18.5 cm high, 300 μm mesh size.",18.5,300,5000,"Lake Chiusi, Italy",Lake,Freshwater,3.36E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Fischer et al. (2016)
Plankton net: 100 μm mesh size,,100,5000,"Snake and Columbia Rivers, USA",River,Freshwater,3.50E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
Plankton net: 100 μm mesh size,,100,5000,"Snake and Columbia Rivers, USA",River,Freshwater,3.65E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"Manta net: 18 cm high, 300 μm mesh size.",18,300,5000,"Rhine River, Germany",River,Freshwater,3.77E+00,N.A.,3.77E+00,3.77E+00,N.A.,3.13E+00,Normal: mean and SD,Mani et al. (2015)
"Trawl net: 18 cm high, 333 μm mesh size.",18,333,5000,"Lake Winnipeg, Canada",Lake,Freshwater,4.16E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Anderson et al. (2017)
"Manta trawl: 18.5 cm high, 300 μm mesh size.",18.5,300,5000,"Lake Bolsena, Italy",Lake,Freshwater,4.29E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Fischer et al. (2016)
Plankton net: 100 μm mesh size,,100,5000,"Snake and Columbia Rivers, USA",River,Freshwater,4.43E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"Manta trawl net (16 x 61 cm), mesh size 100 μm",16,100,5000,"Lake St. Clair, USA",Lake,Freshwater,4.69E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cable et al. (2017)
"Trawl net: 50 cm high, 112 μm mesh size.",50,112,5000,"Yangtze River and tributaries, China",River,Freshwater,4.70E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Zhang et al. (2015)
Plankton net: 100 μm mesh size,,100,5000,"Snake and Columbia Rivers, USA",River,Freshwater,4.70E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
Plankton net: 100 μm mesh size,,100,5000,"Snake and Columbia Rivers, USA",River,Freshwater,4.79E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"Manta net: 18 cm high, 300 μm mesh size.",18,300,5000,"Rhine River, Germany",River,Freshwater,4.80E+00,N.A.,4.80E+00,3.54E+00,N.A.,2.44E+00,Normal: mean and SD,Mani et al. (2015)
Plankton net: 100 μm mesh size,,100,5000,"Snake and Columbia Rivers, USA",River,Freshwater,4.84E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
Plankton net: 80 μm mesh size. 0.1-0.35 m surface layer.,35,80,5000,"River Marne, France",River,Freshwater,5.00E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Dris et al. (2015)
Plankton net: 80 μm mesh size. 0.1-0.35 m surface layer.,35,80,5000,"River Seine, France",River,Freshwater,5.00E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Dris et al. (2015)
"Trawl net: 50 cm high, 112 μm mesh size.",50,112,5000,"Xixiang Bay, the Three Gorges Reservoir, Chongqing, China",River,Freshwater,5.18E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Zhang et al. (2017)
"Manta net: 18 cm high, 300 μm mesh size.",18,300,5000,"Rhine River, The Netherlands",River,Freshwater,5.66E+00,N.A.,5.66E+00,5.66E+00,N.A.,5.64E+00,Normal: mean and SD,Mani et al. (2015)
"Trawl net: 50 cm high, 112 μm mesh size.",50,112,5000,"Yangtze River and tributaries, China",River,Freshwater,6.82E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Zhang et al. (2015)
"Handnets (mesh sizes 800 and 500 μm), manta trawl net (mesh size 333 μm), streambed sampler (mesh size 333 μm), rectangular net (mesh size 333 μm)",,800,5000,"Coyote Creek, CA, USA",River,Freshwater,7.00E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Moore et al. (2011)
"Trawl net: 50 cm high, 112 μm mesh size.",50,112,5000,"Xixiang Bay, the Three Gorges Reservoir, Chongqing, China",River,Freshwater,7.46E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Zhang et al. (2017)
Plankton net: 80 μm mesh size. 0.1-0.35 m surface layer.,35,80,5000,"River Seine, France",River,Freshwater,8.00E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Dris et al. (2015)
"Trawl net: 50 cm high, 112 μm mesh size.",50,112,5000,"Yangtze River and tributaries, China",River,Freshwater,9.36E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Zhang et al. (2015)
Plankton net: 100 μm mesh size,,100,5000,"Snake and Columbia Rivers, USA",River,Freshwater,9.49E+00,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
Plankton net: 80 μm mesh size. 0.1-0.35 m surface layer.,35,80,5000,"River Seine, France",River,Freshwater,1.30E+01,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Dris et al. (2015)
Plankton net: 80 μm mesh size. 0.1-0.35 m surface layer.,35,80,5000,"River Seine, France",River,Freshwater,1.30E+01,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Dris et al. (2015)
"Manta net: 18 cm high, 300 μm mesh size.",18,300,5000,"Rhine River, Germany",River,Freshwater,1.37E+01,N.A.,1.37E+01,1.62E+01,N.A.,5.06E+00,Normal: mean and SD,Mani et al. (2015)
Plankton net: 100 μm mesh size,,100,5000,"Snake and Columbia Rivers, USA",River,Freshwater,1.37E+01,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"Trawl net: 50 cm high, 112 μm mesh size.",50,112,5000,"Xixiang Bay, the Three Gorges Reservoir, Chongqing, China",River,Freshwater,1.43E+01,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Zhang et al. (2017)
"Trawl net: 50 cm high, 112 μm mesh size.",50,112,5000,"Yangtze River and tributaries, China",River,Freshwater,1.71E+01,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Zhang et al. (2015)
"Manta net: 18 cm high, 300 μm mesh size.",18,300,5000,"Rhine River, Germany",River,Freshwater,1.71E+01,N.A.,1.71E+01,1.48E+01,N.A.,4.14E+00,Normal: mean and SD,Mani et al. (2015)
"Handnets (mesh sizes 800 and 500 μm), manta trawl net (mesh size 333 μm), streambed sampler (mesh size 333 μm), rectangular net (mesh size 333 μm)",,800,5000,"Coyote Creek, CA, USA",River,Freshwater,1.80E+01,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Moore et al. (2011)
"Handnets (mesh sizes 800 and 500 μm), manta trawl net (mesh size 333 μm), streambed sampler (mesh size 333 μm), rectangular net (mesh size 333 μm)",,800,5000,"Los Angeles River, CA, USA",River,Freshwater,2.20E+01,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Moore et al. (2011)
"Trawl net: 50 cm high, 112 μm mesh size.",50,112,5000,"Yangtze River and tributaries, China",River,Freshwater,2.38E+01,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Zhang et al. (2015)
"Trawl net: 50 cm high, 112 μm mesh size.",50,112,5000,"Yangtze River and tributaries, China",River,Freshwater,2.42E+01,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Zhang et al. (2015)
"Trawl net: 50 cm high, 112 μm mesh size.",50,112,5000,"Yangtze River and tributaries, China",River,Freshwater,2.72E+01,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Zhang et al. (2015)
"Handnets (mesh sizes 800 and 500 μm), manta trawl net (mesh size 333 μm), streambed sampler (mesh size 333 μm), rectangular net (mesh size 333 μm)",,800,5000,"San Gabriel River, CA, USA",River,Freshwater,3.00E+01,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Moore et al. (2011)
Plankton net: 80 μm mesh size. 0.1-0.35 m surface layer.,35,80,5000,"River Seine, France",River,Freshwater,3.40E+01,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Dris et al. (2015)
Plankton net: 80 μm mesh size. 0.1-0.35 m surface layer.,35,80,5000,"River Seine, France",River,Freshwater,3.60E+01,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Dris et al. (2015)
"Handnets (mesh sizes 800 and 500 μm), manta trawl net (mesh size 333 μm), streambed sampler (mesh size 333 μm), rectangular net (mesh size 333 μm)",,800,5000,"Los Angeles River, CA, USA",River,Freshwater,3.60E+01,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Moore et al. (2011)
"Trawl net: 50 cm high, 112 μm mesh size.",50,112,5000,"Xixiang Bay, the Three Gorges Reservoir, Chongqing, China",River,Freshwater,6.84E+01,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Zhang et al. (2017)
Plankton net: 80 μm mesh size. 0.1-0.35 m surface layer.,35,80,5000,"River Seine, France",River,Freshwater,7.00E+01,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Dris et al. (2015)
"Handnets (mesh sizes 800 and 500 μm), manta trawl net (mesh size 333 μm), streambed sampler (mesh size 333 μm), rectangular net (mesh size 333 μm)",,800,5000,"Coyote Creek, CA, USA",River,Freshwater,7.40E+01,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Moore et al. (2011)
Plankton net: 80 μm mesh size. 0.1-0.35 m surface layer.,35,80,5000,"River Marne, France",River,Freshwater,1.08E+02,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Dris et al. (2015)
"Handnets (mesh sizes 800 and 500 μm), manta trawl net (mesh size 333 μm), streambed sampler (mesh size 333 μm), rectangular net (mesh size 333 μm)",,800,5000,"San Gabriel River, CA, USA",River,Freshwater,2.14E+02,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Moore et al. (2011)
"Bottles of 1.85 L, filtration at 450 nm.",,0.45,5000,"Snake and Columbia Rivers, USA",River,Freshwater,4.93E+02,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"Bottles of 1.85 L, filtration at 450 nm.",,0.45,5000,"Snake and Columbia Rivers, USA",River,Freshwater,5.17E+02,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"Bottles of 1.85 L, filtration at 450 nm.",,0.45,5000,"Snake and Columbia Rivers, USA",River,Freshwater,5.18E+02,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"Bottles of 1.85 L, filtration at 450 nm.",,0.45,5000,"Snake and Columbia Rivers, USA",River,Freshwater,5.18E+02,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"Bottles of 1.85 L, filtration at 450 nm.",,0.45,5000,"Snake and Columbia Rivers, USA",River,Freshwater,5.26E+02,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"Bottles of 1.85 L, filtration at 450 nm.",,0.45,5000,"Snake and Columbia Rivers, USA",River,Freshwater,5.36E+02,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"Bottles of 1.85 L, filtration at 450 nm.",,0.45,5000,"Snake and Columbia Rivers, USA",River,Freshwater,5.38E+02,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"Bottles of 1.85 L, filtration at 450 nm.",,0.45,5000,"Snake and Columbia Rivers, USA",River,Freshwater,5.52E+02,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"Bottles of 1.85 L, filtration at 450 nm.",,0.45,5000,"Snake and Columbia Rivers, USA",River,Freshwater,5.59E+02,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"Bottles of 1.85 L, filtration at 450 nm.",,0.45,5000,"Snake and Columbia Rivers, USA",River,Freshwater,5.63E+02,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"Bottles of 1.85 L, filtration at 450 nm.",,0.45,5000,"Snake and Columbia Rivers, USA",River,Freshwater,6.32E+02,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"Bottles of 1.85 L, filtration at 450 nm.",,0.45,5000,"Snake and Columbia Rivers, USA",River,Freshwater,1.05E+03,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"Bottles of 1.85 L, filtration at 450 nm.",,0.45,5000,"Snake and Columbia Rivers, USA",River,Freshwater,1.08E+03,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"Bottles of 1.85 L, filtration at 450 nm.",,0.45,5000,"Snake and Columbia Rivers, USA",River,Freshwater,1.09E+03,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"Bottles of 1.85 L, filtration at 450 nm.",,0.45,5000,"Snake and Columbia Rivers, USA",River,Freshwater,1.11E+03,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"Bottles of 1.85 L, filtration at 450 nm.",,0.45,5000,"Snake and Columbia Rivers, USA",River,Freshwater,1.12E+03,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"Bottles of 1.85 L, filtration at 450 nm.",,0.45,5000,"Snake and Columbia Rivers, USA",River,Freshwater,1.12E+03,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"25 L collected with a Teflon pump at a depth of 1
m and filtered with a 48 μm stainless steel sieve.",,48,5000,"Yangtze River, China",River,Freshwater,1.60E+03,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Di and Wang (2018)
"Bottles of 1.85 L, filtration at 450 nm.",,0.45,5000,"Snake and Columbia Rivers, USA",River,Freshwater,1.71E+03,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"Bottles of 1.85 L, filtration at 450 nm.",,0.45,5000,"Snake and Columbia Rivers, USA",River,Freshwater,1.71E+03,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"25 L collected with a Teflon pump at a depth of 1
m and filtered with a 48 μm stainless steel sieve.",,48,5000,"Yangtze River, China",River,Freshwater,1.74E+03,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Di and Wang (2018)
"25 L collected with a Teflon pump at a depth of 1
m and filtered with a 48 μm stainless steel sieve.",,48,5000,"Yangtze River, China",River,Freshwater,1.78E+03,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Di and Wang (2018)
"25 L collected with a Teflon pump at a depth of 1
m and filtered with a 48 μm stainless steel sieve.",,48,5000,"Yangtze River, China",River,Freshwater,1.86E+03,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Di and Wang (2018)
"25 L collected with a Teflon pump at a depth of 1
m and filtered with a 48 μm stainless steel sieve.",,48,5000,"Yangtze River, China",River,Freshwater,1.89E+03,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Di and Wang (2018)
"25 L collected with a Teflon pump at a depth of 1
m and filtered with a 48 μm stainless steel sieve.",,48,5000,"Yangtze River, China",River,Freshwater,1.96E+03,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Di and Wang (2018)
"25 L collected with a Teflon pump at a depth of 1
m and filtered with a 48 μm stainless steel sieve.",,48,5000,"Yangtze River, China",River,Freshwater,2.11E+03,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Di and Wang (2018)
"Bottles of 1.85 L, filtration at 450 nm.",,0.45,5000,"Snake and Columbia Rivers, USA",River,Freshwater,2.14E+03,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Kapp and Yeatman (2018)
"25 L collected with a Teflon pump at a depth of 1
m and filtered with a 48 μm stainless steel sieve.",,48,5000,"Yangtze River, China",River,Freshwater,2.50E+03,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Di and Wang (2018)
"25 L collected with a Teflon pump at a depth of 1
m and filtered with a 48 μm stainless steel sieve.",,48,5000,"Yangtze River, China",River,Freshwater,2.67E+03,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Di and Wang (2018)
"25 L collected with a Teflon pump at a depth of 1
m and filtered with a 48 μm stainless steel sieve.",,48,5000,"Yangtze River, China",River,Freshwater,2.67E+03,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Di and Wang (2018)
"25 L collected with a Teflon pump at a depth of 1
m and filtered with a 48 μm stainless steel sieve.",,48,5000,"Yangtze River, China",River,Freshwater,2.82E+03,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Di and Wang (2018)
"25 L collected with a Teflon pump at a depth of 1
m and filtered with a 48 μm stainless steel sieve.",,48,5000,"Yangtze River, China",River,Freshwater,3.10E+03,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Di and Wang (2018)
